Name,Team,Level,Age,AB,PA,H,1B,2B,3B,HR,RBI,SB,R,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Cooper Ingle","CLE","AA,AAA",23,415,510,108,62,36,0,10,55,0,68,0.16862745,0.166666666,1.011764705,0.260240963,0.388998035,0.419277108,0.808275143,0.159036145,1.7602788242325504,0.302469135,-2.468449868261814,80.93113178040403,20.873141408223084,0.3761250752597052,139.0264025383163,"sa3023069"
"Alex Mooney","CLE","AA",22,375,442,75,51,19,1,4,37,25,49,0.106334841,0.291855203,0.364341085,0.2,0.293577981,0.288,0.581577981,0.088,6.434390845669064,0.284,2.198584354482591,37.034276503933505,-13.477911751853387,0.27668392932277985,77.0302973693817,"sa3023070"
"Jackson Castillo","NYY","A+,AA",22,432,499,102,75,19,1,7,55,22,60,0.116232464,0.204408817,0.56862745,0.236111111,0.330661322,0.333333333,0.663994655,0.097222222,5.774623277131669,0.290519877,1.9922946514561772,58.481758004177166,0.565337112296175,0.3208663949746646,103.09669389629933,"sa3023111"
"Antonio Anderson","BOS","A,A+",20,315,359,78,57,16,1,4,43,1,45,0.09470752,0.3091922,0.306306306,0.247619047,0.323119777,0.342857142,0.665976919,0.095238095,3.1461432424558557,0.3592233,-1.975119510665536,41.8146780528576,-0.33742675702265146,0.32284072730534585,95.14679276771984,"sa3023167"
"George Lombard Jr.","NYY","A+,AA",20,473,580,111,65,32,5,9,49,35,90,0.15,0.251724137,0.59589041,0.234672304,0.367241379,0.380549682,0.747791061,0.145877378,7.510907078737446,0.315789473,1.6856265403330326,82.30674637718778,15.780399850147774,0.3545596073413717,127.09772620782176,"sa3023233"
"Rikuu Nishida","CHW","AA",24,403,502,110,99,8,3,0,31,40,72,0.14940239,0.137450199,1.086956521,0.272952853,0.402834008,0.307692307,0.710526315,0.034739454,6.683567346351705,0.327380952,1.3200350292026997,68.07203033108526,13.028062741349267,0.3564003377790876,124.31113853590348,"sa3023234"
"Jaron Elkins","LAD","A",20,447,515,118,74,30,5,9,72,63,81,0.08737864,0.297087378,0.294117647,0.263982102,0.349514563,0.413870246,0.763384809,0.149888144,9.168258898710441,0.374570446,8.31702420860529,76.23601950981468,7.768169793270526,0.3660686337832108,109.95806150629033,"sa3023288"
"Leo De Vries","OAK","A+,AA",18,455,536,116,65,28,8,15,74,11,72,0.123134328,0.199626865,0.616822429,0.254945054,0.355140186,0.45054945,0.805689636,0.195604396,6.0769253137457735,0.297935103,-2.7681288635358214,81.18290344550232,16.636936008175418,0.37378957168693616,124.78622324970442,"sa3023363"
"Sam Brown","LAA","AA",23,434,509,114,80,20,6,8,57,3,51,0.119842829,0.174852652,0.685393258,0.262672811,0.359528487,0.391705069,0.751233556,0.129032258,4.375521683964645,0.3090379,-1.4346894696354866,70.10646607318337,13.618734981505224,0.35559575998876974,126.66440189887248,"sa3023367"
"Noah Myers","TBR","A+,AA",25,349,438,83,60,13,2,8,47,36,66,0.182648401,0.267123287,0.683760683,0.237822349,0.383908045,0.355300859,0.739208904,0.11747851,7.299735614359246,0.331858407,4.721921579912305,64.08772181526776,13.584096467057424,0.36215587612670685,126.31310607185605,"sa3023377"
"Felnin Celesten","SEA","A,A+",19,421,472,115,87,19,3,6,59,21,58,0.097457627,0.235169491,0.414414414,0.273159144,0.345338983,0.375296912,0.720635895,0.102137768,5.70749617237199,0.355048859,-1.4081746526062489,63.461343370746306,1.0335359204518233,0.3488008648914806,103.89200561858183,"sa3023381"
"Christian Knapczyk","CLE","A+,AA",23,469,542,120,90,21,2,7,54,11,66,0.108856088,0.184501845,0.59,0.255863539,0.350553505,0.353944562,0.704498067,0.098081023,4.5100046173262704,0.309589041,-1.782220646739006,68.40586893986645,3.9710903687375936,0.3398881672273263,107.01512550520775,"sa3023425"
"Nelly Taylor","BOS","A+",22,384,473,83,49,24,3,7,41,29,62,0.171247357,0.281183932,0.609022556,0.216145833,0.355179704,0.348958333,0.704138037,0.1328125,6.4414245851647465,0.306451612,-1.073408104479313,62.82364111594019,7.731617616630174,0.34194452696798205,111.13909035640683,"sa3023426"
"Walker Martin","SFG","A",21,406,482,95,61,19,3,12,70,13,67,0.143153526,0.284232365,0.503649635,0.233990147,0.352697095,0.384236453,0.736933548,0.150246306,5.833789919405456,0.321705426,-0.7413882538676262,69.21256389305886,5.131974449613647,0.36045011939844157,105.92434937331679,"sa3023545"
"John Michael Faile","CIN","A+",25,335,365,78,46,19,0,13,56,1,38,0.065753424,0.279452054,0.235294117,0.23283582,0.290410958,0.405970149,0.696381107,0.173134329,1.9912902586206465,0.292792792,-1.1146797593683004,41.540441399436844,-2.3194945622268808,0.32547696289950856,93.73135875811815,"sa3023579"
"Noah Barber","KCR","CPX",20,148,165,27,14,9,3,1,20,7,23,0.072727272,0.442424242,0.164383561,0.182432432,0.26060606,0.304054054,0.564660114,0.121621622,8.682480002525532,0.346666666,0.27088715322315693,11.919336182968856,-12.450428145034074,0.27151319763877174,48.41082167508978,"sa3023621"
"Payton Eeles","MIN","A,A+,AAA",25,352,428,92,77,9,2,4,34,27,61,0.123831775,0.170560747,0.726027397,0.261363636,0.381733021,0.332386363,0.714119384,0.071022727,6.397826219226841,0.315412186,0.42276696488261223,57.30824893756065,1.5622977097168906,0.34401442365289014,100.09364474638893,"sa3023622"
"Travis Honeyman","STL","A,A+",23,289,358,83,68,10,2,3,28,10,54,0.131284916,0.173184357,0.758064516,0.287197231,0.410614525,0.366782006,0.777396531,0.079584775,6.123654856935838,0.349344978,-0.07307375874370337,56.82808262083719,12.860482483841878,0.3828359381491397,129.5267691079431,"sa3023679"
"Adolfo Sanchez","CIN","DSL",18,121,154,41,28,8,3,2,27,10,36,0.155844155,0.136363636,1.142857142,0.338842975,0.474025974,0.504132231,0.978158205,0.165289256,8.262070326472088,0.393939393,-0.4587013926357031,37.99510185831627,14.069577206312026,0.4837153120474382,156.1971592328206,"sa3023709"
"Pablo Nunez","CIN","DSL",18,104,157,34,28,4,1,1,13,16,42,0.261146496,0.03821656,6.833333333,0.326923076,0.541935483,0.413461538,0.955397021,0.086538462,7.5169790853042056,0.336734693,0.6675427975133061,41.797302183201225,17.40569588213197,0.5065929209032366,168.75581170093704,"sa3023710"
"Isael Arias","NYY","CPX",19,192,217,35,27,6,1,1,20,26,26,0.087557603,0.207373271,0.422222222,0.182291666,0.259259259,0.239583333,0.498842592,0.057291667,8.25867191613698,0.228187919,3.8493545949459076,14.164662068493815,-14.845641011588125,0.25707677337858414,43.97641926157082,"sa3023713"
"Dawel Joseph","SEA","DSL",18,161,211,30,20,7,0,3,18,20,26,0.189573459,0.303317535,0.625,0.186335403,0.369668246,0.285714285,0.655382531,0.099378882,5.659395136250798,0.28125,0.9553061034530401,29.204466401929544,-3.5766095823100352,0.3566651711531725,90.66669519446054,"sa3023719"
"Yovanny Rodriguez","NYM","DSL",18,136,168,45,28,14,1,2,26,3,26,0.148809523,0.232142857,0.641025641,0.330882352,0.446428571,0.492647058,0.939075629,0.161764706,5.8015482151005315,0.443298969,0.3623423418030143,38.28122060134972,12.180648253708732,0.46159591241961434,147.20273362557975,"sa3023720"
"Leonardo Pineda","TBR","CPX",18,131,161,24,19,5,0,0,11,5,19,0.136645962,0.291925465,0.468085106,0.183206106,0.31875,0.221374045,0.540124045,0.038167939,4.4723636588656435,0.279069767,-0.8041805028915405,15.140402681741199,-6.383370571222822,0.2946374900639057,68.97924432987074,"sa3023721"
"Luis Cova","MIA","DSL",18,177,218,53,31,11,2,9,35,35,49,0.155963302,0.183486238,0.85,0.299435028,0.422018348,0.536723163,0.958741511,0.237288135,8.894147592543895,0.338461538,3.3938988903537393,48.87192024789221,15.00332041583426,0.4572777420008948,144.19186857838508,"sa3023723"
"Yolfran Castillo","TEX","A,CPX",18,341,378,88,66,13,8,1,41,29,49,0.068783068,0.182539682,0.376811594,0.258064516,0.314814814,0.351906158,0.666720972,0.093841642,8.964770760403207,0.314079422,4.163741696625948,42.28335813778064,-10.200598676031616,0.3193862241096598,80.34159476958166,"sa3023726"
"Leandro Romero","SEA","DSL",18,158,180,48,27,11,1,9,35,6,32,0.088888888,0.194444444,0.457142857,0.303797468,0.366666666,0.556962025,0.923628691,0.253164557,5.980657721902405,0.330508474,-0.6440260489471257,35.543603139744064,7.578704195843002,0.42593661281797623,128.69322005189457,"sa3023727"
"Bohan Adderley","NYM","CPX",18,160,189,28,21,3,1,3,15,21,19,0.132275132,0.312169312,0.423728813,0.175,0.296296296,0.2625,0.558796296,0.0875,6.882062146892656,0.252525252,0.9584417715668678,17.50699505700292,-7.760043109520057,0.2927961163419895,70.01871356790123,"sa3023728"
"Rashawn Pinder","TEX","CPX",18,185,209,47,34,6,5,2,19,7,27,0.076555023,0.28229665,0.27118644,0.254054054,0.328502415,0.372972972,0.701475387,0.118918918,6.972097315765938,0.36,-1.360427564010024,26.055003668910835,-4.813364479892874,0.3326399916584052,82.6246255785989,"sa3023729"
"Justin Capellan","NYY","DSL",18,149,186,38,22,10,0,6,37,16,33,0.139784946,0.182795698,0.764705882,0.255033557,0.38172043,0.44295302,0.82467345,0.187919463,6.408052807926633,0.28318584,0.7617863551713526,33.157603526977404,4.260541284946305,0.40341751870288645,110.67107981894043,"sa3023731"
"Yordani Martinez","MIA","DSL",18,152,196,38,24,8,4,2,29,31,37,0.183673469,0.18877551,0.972972972,0.25,0.408163265,0.394736842,0.802900107,0.144736842,9.48327759347833,0.313043478,2.61028906237334,35.99357597704173,5.542908238127242,0.40972125895169315,114.5300502617223,"sa3023738"
"Carlos Matias","TBR","DSL",18,146,182,35,28,6,0,1,27,20,25,0.109890109,0.142857142,0.769230769,0.239726027,0.355555555,0.301369863,0.656925418,0.061643836,6.370331407938519,0.274193548,0.4471669434569776,23.565174514899788,-4.710445528377951,0.346189280351003,87.7032886358007,"sa3023744"
"Dexters Peralta","NYY","CPX",17,140,162,22,17,3,0,2,8,10,18,0.111111111,0.308641975,0.36,0.157142857,0.253086419,0.221428571,0.47451499,0.064285714,5.813136931863079,0.219780219,0.28112247586250305,9.556706967130262,-12.100754318460863,0.24887262008808278,39.27601853660959,"sa3023745"
"Richard Matic","NYY","DSL",17,143,191,48,28,12,3,5,30,11,41,0.209424083,0.22513089,0.930232558,0.335664335,0.486910994,0.566433566,1.05334456,0.230769231,7.480251422458753,0.43877551,-1.4183938191272318,50.676044970883126,21.002179980410332,0.5055310607580614,166.72626001904703,"sa3023749"
"Iverson Allen","PIT","DSL",17,110,154,26,19,2,4,1,18,18,18,0.188311688,0.233766233,0.805555555,0.236363636,0.437908496,0.354545454,0.79245395,0.118181818,8.529637000699266,0.333333333,3.354147294536233,29.83287260006196,5.907347948057717,0.42154428265453164,133.0710166040072,"sa3023750"
"Jose Castro","MIA","DSL",18,193,238,51,21,14,0,16,51,8,46,0.142857142,0.260504201,0.548387096,0.264248704,0.399159663,0.585492227,0.98465189,0.321243523,4.5423580930775,0.301724137,-2.5388256260193884,53.29550739332423,16.319696567499484,0.4569816554293913,140.47362236359317,"sa3023752"
"Frankeli Mesta","PIT","DSL",18,156,196,39,31,5,3,0,17,5,24,0.168367346,0.193877551,0.868421052,0.25,0.381443298,0.32051282,0.701956118,0.07051282,5.946762577936424,0.322314049,-1.483286683447659,29.276119321052207,-1.174548417862286,0.3695191541283401,104.51184711702946,"sa3023756"
"Justin Gonzales","BOS","A,A+,CPX",18,359,410,101,72,23,2,4,32,12,50,0.095121951,0.158536585,0.6,0.281337047,0.363414634,0.389972144,0.753386778,0.108635097,4.70185097929212,0.33105802,-3.286365771666169,60.14671954523563,11.128701172878735,0.37033674702411745,117.97778406126281,"sa3023757"
"Avinson Pinto","BOS","CPX",18,153,179,36,26,5,4,1,15,21,29,0.117318435,0.20670391,0.567567567,0.235294117,0.324022346,0.339869281,0.663891627,0.104575164,9.263536354911416,0.294117647,0.9669720679521561,21.714764319926562,-2.2153935203253616,0.33024858496042603,83.9207515058461,"sa3023761"
"Josue Brito","BOS","DSL",18,109,157,31,14,8,0,9,30,13,31,0.261146496,0.203821656,1.28125,0.284403669,0.496815286,0.605504587,1.102319873,0.321100918,5.517617318706391,0.318840579,1.2436254019849002,43.74999471975153,19.358388418682264,0.5211822124803143,181.53255931992726,"sa3023763"
"Givian Sirvania","BOS","DSL",17,148,179,36,26,5,4,1,20,16,22,0.12849162,0.195530726,0.657142857,0.243243243,0.368715083,0.351351351,0.720066434,0.108108108,8.667034389862954,0.309734513,2.4173253066837788,26.957103298954472,-0.8524350952582531,0.3709624043390072,97.9726342229855,"sa3023765"
"Moises Bolivar","LAD","CPX",17,181,201,38,33,4,0,1,15,2,20,0.07960199,0.293532338,0.27118644,0.209944751,0.278606965,0.248618784,0.527225749,0.038674033,3.7951012631370418,0.300813008,0.24856744427233934,13.302486457843305,-16.38431735990572,0.2644511944618984,48.47761008579092,"sa3023770"
"Omar Mejia","KCR","DSL",18,138,163,32,25,4,0,3,23,7,25,0.08588957,0.245398773,0.35,0.231884057,0.316770186,0.326086956,0.642857142,0.094202899,5.799973113553157,0.292929292,0.11328366585075855,18.14144002404195,-7.182329575157344,0.32486192854294865,68.1807889234182,"sa3023773"
"Deinys Gonzalez","TBR","DSL",18,144,183,39,26,5,3,5,34,0,24,0.13114754,0.158469945,0.827586206,0.270833333,0.406593406,0.451388888,0.857982294,0.180555555,4.4274900597761055,0.300884955,-0.8031624709255993,35.71483084785087,7.283850254884793,0.4232369975729303,129.99859625081174,"sa3023774"
"Kendrick Herrera","PIT","CPX",18,175,208,41,34,5,1,1,18,5,26,0.134615384,0.201923076,0.666666666,0.234285714,0.352657004,0.291428571,0.644085575,0.057142857,5.367674542569262,0.303030303,-0.03359517455101013,26.342898752670752,-1.464212033767236,0.3372175912350272,98.89764406308709,"sa3023776"
"Amauri Ramirez","HOU","DSL",18,144,175,32,21,8,1,2,15,5,23,0.12,0.262857142,0.456521739,0.222222222,0.342857142,0.333333333,0.676190475,0.111111111,5.2786624111205205,0.303030303,-2.515955187380314,22.44870710703494,-4.739389088424424,0.3447809061784854,82.17717739326366,"sa3023778"
"Andres Torres","TBR","DSL",18,144,192,39,31,8,0,0,28,8,28,0.177083333,0.125,1.416666666,0.270833333,0.427083333,0.326388888,0.753472221,0.055555555,4.309084227181608,0.312,-1.4692792082205415,34.27462854397764,4.445403003816509,0.4037072565406561,119.27775422739016,"sa3023781"
"Sandy Luciano","KCR","DSL",18,153,175,38,32,6,0,0,21,2,22,0.12,0.102857142,1.166666666,0.248366013,0.337142857,0.287581699,0.624724556,0.039215686,3.0659656983721444,0.279411764,-0.9194967169314623,19.574265055650486,-7.613831139808879,0.32558874426216916,70.2911012599907,"sa3023782"
"Aaron Pinero","TBR","DSL",18,141,179,37,24,11,0,2,25,13,27,0.134078212,0.167597765,0.8,0.262411347,0.402234636,0.382978723,0.785213359,0.120567376,6.270443581878631,0.3125,1.8050326597876847,31.798704295795687,3.989165901582963,0.40268991179972385,118.71928331715797,"sa3023783"
"Angel Brachi","TBR","DSL",18,184,228,62,51,9,2,0,21,17,49,0.114035087,0.078947368,1.444444444,0.336956521,0.453333333,0.407608695,0.860942028,0.070652174,7.58702995519698,0.371257485,0.2610625368542969,48.5797012514873,13.157495922545952,0.4442406611972385,141.52854737802713,"sa3023784"
"Yojanser Calzado","CIN","DSL",18,137,171,40,34,3,3,0,14,41,45,0.181286549,0.198830409,0.911764705,0.291970802,0.429411764,0.357664233,0.787075997,0.065693431,9.860350036462131,0.388349514,5.15940371202305,31.994999602046065,5.428345605340054,0.41378521463450263,117.80906561664726,"sa3023785"
"Eduardo Ponce","SEA","CPX",18,162,194,35,28,3,1,3,23,1,27,0.139175257,0.149484536,0.931034482,0.216049382,0.335051546,0.302469135,0.637520681,0.086419753,4.417330318072796,0.242424242,0.027782579883933067,22.059397420623274,-6.593537607452899,0.31986486788877505,81.57758085180768,"sa3023792"
"Diwarys Encarnacion","MIA","DSL",19,182,216,53,34,11,0,8,44,25,40,0.125,0.138888888,0.9,0.291208791,0.398148148,0.483516483,0.881664631,0.192307692,6.662617873400984,0.310344827,1.9594036643393338,43.02162194626859,9.463743213587312,0.42794211622741485,128.08809080396622,"sa3023793"
"Eyeksson Rojas","WSN","CPX",19,131,151,33,28,2,1,2,25,4,20,0.086092715,0.165562913,0.52,0.251908396,0.333333333,0.328244274,0.661577607,0.076335878,5.94516007099087,0.29245283,-0.05445895344018936,18.737773734498234,-1.4491191921947302,0.3338782584667206,92.6991310519225,"sa3023872"
"Edgar Lugo","DET","DSL",20,135,152,44,36,7,0,1,19,8,27,0.059210526,0.118421052,0.5,0.325925925,0.38,0.4,0.78,0.074074075,5.384386619386254,0.364406779,-1.36684055859223,25.27752667335875,1.66272312073119,0.389379966656367,111.1433725999954,"sa3023874"
"Jose Familia","PHI","CPX",17,146,160,24,20,4,0,0,8,3,8,0.075,0.38125,0.196721311,0.164383561,0.2375,0.191780821,0.429280821,0.02739726,3.2652159326982697,0.282352941,-0.16062569618225098,6.831245121225463,-14.558840099111451,0.22759256586432458,31.305973624650925,"sa3023879"
"Anderson Navas","PHI","DSL",18,164,173,42,27,10,3,2,21,7,25,0.03468208,0.236994219,0.146341463,0.25609756,0.289017341,0.390243902,0.679261243,0.134146342,8.434169320896512,0.327868852,0.15016157971695065,19.350019508891698,-7.527355587190987,0.3255101848888948,81.81911317362326,"sa3023881"
"Josueth Quinonez","DET","DSL",18,130,160,34,28,4,0,2,16,5,25,0.09375,0.08125,1.153846153,0.261538461,0.3875,0.338461538,0.725961538,0.076923077,5.454035898002595,0.273504273,0.21732527390122414,25.42989902949478,0.5722110793605031,0.3807435404509306,111.09960125271239,"sa3023882"
"Daiber De Los Santos","MIN","CPX",18,156,186,26,10,10,2,4,17,15,29,0.112903225,0.478494623,0.235955056,0.166666666,0.295698924,0.333333333,0.629032257,0.166666667,8.795407529995863,0.34375,-0.6268509104847908,20.69091131147468,-4.175062757166986,0.31709922097062554,88.33683623561744,"sa3023885"
"Adriel Radney","ARI","DSL",18,177,209,47,33,7,4,3,37,18,33,0.119617224,0.177033492,0.675675675,0.265536723,0.363636363,0.401129943,0.764766306,0.13559322,8.804186133753475,0.314285714,1.6863157050684094,32.950532772158695,0.48017788729579924,0.37924348081698256,92.65507026251379,"sa3023886"
"Emil Morales","LAD","A,CPX",18,357,412,112,71,24,3,14,70,11,76,0.116504854,0.264563106,0.440366972,0.31372549,0.395631067,0.515406162,0.911037229,0.201680672,6.2262724657194735,0.411764705,-0.052707658149302006,80.99805270321869,22.256490888076065,0.4208991507254088,140.66442855735932,"sa3023887"
"Victor Hurtado","WSN","DSL",18,140,168,33,27,3,1,2,14,6,18,0.113095238,0.136904761,0.826086956,0.235714285,0.359281437,0.314285714,0.673567151,0.078571429,5.3251731970350855,0.269565217,-0.6809039628133178,22.996991661962962,-3.103580685678029,0.35487875645746014,86.33030693168251,"sa3023888"
"Eduardo Herrera","CHW","DSL",18,136,174,32,20,7,0,5,33,2,23,0.172413793,0.235632183,0.731707317,0.235294117,0.379310344,0.397058823,0.776369167,0.161764706,3.6237639652007267,0.287234042,0.17873252276331186,28.87393491015245,1.841199264381423,0.38896077802811546,103.25084709660557,"sa3023889"
"Ashly Andujar","COL","CPX",17,191,217,61,54,7,0,0,23,7,32,0.069124423,0.142857142,0.483870967,0.319371727,0.369668246,0.356020942,0.725689188,0.036649215,4.801991755128102,0.374233128,0.14914725068956614,30.891190492532928,-1.1587419873254712,0.353266343686253,97.37787179952166,"sa3023890"
"Francisco Vilorio","NYY","DSL",18,183,217,51,38,10,3,0,19,8,39,0.138248847,0.248847926,0.555555555,0.278688524,0.387096774,0.366120218,0.753216992,0.087431694,7.370491126261292,0.392307692,-1.4528890242800117,35.18124268212244,1.4680033997528257,0.38448387136061984,100.27746314229478,"sa3023893"
"Angel Guzman","TOR","DSL",18,148,182,34,22,7,2,3,22,9,19,0.164835164,0.142857142,1.153846153,0.229729729,0.357142857,0.364864864,0.722007721,0.135135135,6.4326800398273205,0.25409836,0.4764057579450309,26.49181953632044,-1.7838005069573024,0.36505175422836134,98.282438330092,"sa3023895"
"Yohendry Sanchez","SFG","DSL",18,142,170,39,26,10,2,1,30,0,18,0.105882352,0.135294117,0.782608695,0.274647887,0.358823529,0.394366197,0.753189726,0.11971831,3.4151785649999997,0.306451612,-0.19668220728635788,25.697375078890897,-0.7139183681267741,0.3716224396930021,100.27384601366826,"sa3023896"
"Adbiel Feliz","PIT","DSL",18,129,164,29,25,2,2,0,13,17,31,0.176829268,0.073170731,2.416666666,0.224806201,0.371069182,0.271317829,0.642387011,0.046511628,9.036354265430711,0.247863247,2.6214228556491435,21.89596854800435,-3.583161600883286,0.3509200372785892,87.6050874590943,"sa3023897"
"Jhonny Level","SFG","A,CPX",18,346,408,93,64,12,5,12,50,21,80,0.122549019,0.171568627,0.714285714,0.268786127,0.360294117,0.436416184,0.796710301,0.167630057,8.03646432967942,0.297794117,-0.025422407314181328,64.6964327021666,6.604646094066666,0.37343453528249965,109.83641597044972,"sa3023898"
"Juan Alvarez","ARI","DSL",19,153,173,38,24,9,2,3,32,4,23,0.075144508,0.236994219,0.31707317,0.248366013,0.319767441,0.392156862,0.711924303,0.143790849,6.757972499731703,0.315315315,0.07878846069797873,22.572631358739326,-4.304743737343359,0.3473607104185016,75.1530386612615,"sa3023900"
"Alfredo Benzan","ARI","DSL",18,185,224,58,43,9,5,1,29,15,38,0.138392857,0.147321428,0.939393939,0.313513513,0.413636363,0.432432432,0.846068795,0.118918919,7.9238070766429765,0.372549019,-0.07747427932918072,43.497178728811306,8.696415598623322,0.4221039075743068,122.54853552604102,"sa3023904"
"Yensi Rivas","NYM","DSL",18,138,164,36,31,4,0,1,10,23,27,0.12804878,0.201219512,0.636363636,0.260869565,0.37804878,0.311594202,0.689642982,0.050724637,6.3953800006337875,0.336538461,-0.05925737926736474,24.011399895618336,-1.4677302532692993,0.3660505999152253,94.33400820223062,"sa3023905"
"Jose Dickson","DET","CPX",18,148,171,31,23,4,1,3,21,9,23,0.116959064,0.245614035,0.476190476,0.209459459,0.304093567,0.31081081,0.614904377,0.101351351,6.8273687446736915,0.266666666,0.4834757298231125,18.178453640748373,-4.682199938486702,0.3106555415872942,82.04600639545933,"sa3023907"
"Christofer Reyes","NYY","DSL",17,143,165,35,26,7,1,1,13,26,30,0.115151515,0.29090909,0.395833333,0.244755244,0.339393939,0.328671328,0.668065267,0.083916084,8.453574060427414,0.357894736,1.6881424211896956,20.885041950105208,-4.749448748470764,0.34278408216707634,76.1521862760674,"sa3023909"
"Raily Liriano","ARI","DSL",18,187,215,53,34,13,2,4,23,23,39,0.079069767,0.260465116,0.303571428,0.283422459,0.355140186,0.438502673,0.793642859,0.155080214,8.342389952849011,0.374045801,-0.05925737926736474,34.7899847230094,1.3874665400164614,0.38411829265478614,95.33109589545131,"sa3023911"
"Greylin De La Paz","LAA","DSL",18,169,215,51,36,11,3,1,20,9,40,0.181395348,0.16744186,1.083333333,0.301775147,0.437209302,0.420118343,0.857327645,0.118343196,6.9850832010473525,0.37037037,-2.3961912668310106,44.076958105138345,10.674439922145412,0.4347865223884583,132.52920060250983,"sa3023912"
"J.T. Bain","TOR","DSL",17,129,163,20,11,4,2,3,21,7,23,0.153374233,0.423312883,0.36231884,0.155038759,0.320987654,0.286821705,0.607809359,0.131782946,8.221219086358083,0.293103448,0.11738121183589101,17.890645883894578,-7.433123715304717,0.3230746870423541,74.36346719158692,"sa3023913"
"Rafael Flores","TOR","DSL",18,129,175,33,25,5,1,2,22,12,32,0.142857142,0.16,0.892857142,0.255813953,0.434285714,0.356589147,0.790874861,0.100775194,7.652809378577187,0.303921568,1.0149425771087408,33.58678047338059,6.398684277921221,0.4194381608281817,128.13783028919113,"sa3023915"
"Estivenzon Montero","NYY","DSL",18,157,185,45,28,7,2,8,30,9,23,0.135135135,0.281081081,0.48076923,0.286624203,0.389189189,0.50955414,0.898743329,0.222929937,6.0438252195930335,0.37755102,-1.1914258315227926,36.95515991775644,8.21345822541368,0.42862650091583665,124.50953857933354,"sa3023916"
"Roldy Brito","COL","A,CPX",18,318,365,118,87,20,7,4,38,35,72,0.098630136,0.189041095,0.52173913,0.371069182,0.44352617,0.51572327,0.95924944,0.144654088,8.419712861040255,0.461538461,-0.7791038695722818,81.12268074712352,29.514536761852074,0.45155714004821357,158.47444459958837,"sa3023917"
"Erick De La Cruz","ARI","DSL",18,144,169,49,31,12,2,4,35,11,37,0.106508875,0.136094674,0.782608695,0.340277777,0.414201183,0.534722222,0.948923405,0.194444445,7.965651503943122,0.371900826,-0.2259210217744112,36.88676802827907,10.630835130949743,0.4503356373521703,140.7549146337357,"sa3023919"
"Randy Soto","TOR","DSL",18,168,213,33,24,8,1,0,27,2,17,0.187793427,0.154929577,1.212121212,0.196428571,0.361502347,0.25595238,0.617454727,0.059523809,3.8787701638122445,0.242647058,0.12546442495658994,26.399840581236745,-6.691956502379513,0.3396954438034094,79.80941051368023,"sa3023923"
"Eriel Dihigo","COL","DSL",18,172,226,46,33,6,3,4,29,15,43,0.190265486,0.137168141,1.387096774,0.26744186,0.433628318,0.406976744,0.840605062,0.139534884,7.782066848705203,0.302158273,-0.6675643590278924,45.50294796866236,10.39146373909769,0.4304832001175501,130.95743966201564,"sa3023927"
"Luis De La Cruz","CLE","CPX",18,166,199,44,34,7,2,1,38,20,30,0.115577889,0.170854271,0.676470588,0.26506024,0.361809045,0.34939759,0.711206635,0.08433735,8.176820301867712,0.31617647,1.7358357924968004,27.40210595767608,-1.9893067773092692,0.34783688322383555,97.54029385330026,"sa3023928"
"Josmir Reyes","NYM","DSL",18,150,190,45,28,11,2,4,28,5,28,0.178947368,0.078947368,2.266666666,0.3,0.426315789,0.48,0.906315789,0.18,5.552886499372632,0.303703703,-0.3645697138272226,39.83960409002111,10.321099649236661,0.4402679990208338,138.5966563335008,"sa3023929"
"Yeiferth Castillo","CLE","CPX",18,165,187,49,37,7,0,5,27,2,26,0.09090909,0.128342245,0.708333333,0.296969696,0.368983957,0.43030303,0.799286987,0.133333334,3.2005334811001287,0.318840579,-0.2892655963078141,30.43213390720879,2.8130676688054703,0.37703182448677836,114.50654765073511,"sa3023931"
"Francisco Loreto","PHI","CPX",18,169,193,40,24,10,1,5,16,2,28,0.098445595,0.238341968,0.413043478,0.23668639,0.331606217,0.396449704,0.728055921,0.159763314,5.544139014468849,0.296610169,-0.009454220533370972,27.629686372422718,1.8278960753913143,0.35877670339969775,106.46522447489895,"sa3023937"
"Edward Florentino","PIT","A,CPX",18,290,351,84,43,23,2,16,59,35,60,0.139601139,0.222222222,0.628205128,0.289655172,0.4,0.548275862,0.948275862,0.25862069,7.43489803182703,0.34,3.1679383600130677,72.38230970100707,26.93942167953795,0.44195512594671166,159.33025138291543,"sa3023944"
"Pascual Archila","TOR","DSL",18,171,232,42,28,12,0,2,23,19,36,0.215517241,0.224137931,0.961538461,0.245614035,0.432900432,0.350877192,0.783777624,0.105263157,5.596633605672687,0.336134453,1.2347624385729432,43.97769896558145,7.934051437886749,0.416663519231788,122.06099880411412,"sa3023946"
"Juarlin Soto","TOR","DSL",18,162,208,35,24,9,0,2,26,1,17,0.173076923,0.144230769,1.2,0.216049382,0.370192307,0.308641975,0.678834282,0.092592593,2.1714187843892594,0.246268656,-0.07043803203850985,29.46040817245432,-2.8545861627202456,0.3604502064677385,95.7564208819681,"sa3023947"
"Jose Marcano","TEX","DSL",18,126,149,34,25,6,0,3,32,4,29,0.127516778,0.10067114,1.266666666,0.269841269,0.369127516,0.388888888,0.758016404,0.119047619,4.459110758808391,0.281818181,-1.6013357667252421,23.542131169039507,0.3934092654769635,0.379645620816506,100.55496130449235,"sa3023953"
